급수,한자,훈,음
32,閣,집,각
32,肝,간,간
32,懇,간절할,간
32,刊,새길,간
32,幹,줄기,간
32,鑑,거울,감
32,鋼,강철,강
32,剛,굳셀,강
32,綱,벼리,강
32,介,낄,개
32,槪,대개,개
32,蓋,덮을,개
32,距,상거(相距)할,거
32,乾,하늘/마를,건
32,劍,칼,검
32,隔,사이뜰,격
32,訣,이별할,결
32,謙,겸손할,겸
32,兼,겸할,겸
32,硬,굳을,경
32,耕,밭갈[犁田],경
32,頃,이랑/잠깐,경
32,徑,지름길/길,경
32,桂,계수나무,계
32,械,기계,계
32,契,맺을,계
32,溪,시내,계
32,啓,열,계
32,鼓,북,고
32,姑,시어미,고
32,稿,원고/볏짚,고
32,谷,골,곡
32,哭,울,곡
32,恭,공손할,공
32,恐,두려울,공
32,貢,바칠,공
32,供,이바지할,공
32,誇,자랑할,과
32,寡,적을,과
32,冠,갓,관
32,貫,꿸,관
32,寬,너그러울,관
32,慣,익숙할,관
32,館,집,관
32,狂,미칠,광
32,怪,괴이할,괴
32,壞,무너질,괴
32,較,견줄/비교할,교
32,巧,공교할,교
32,丘,언덕,구
32,久,오랠,구
32,拘,잡을,구
32,菊,국화,국
32,弓,활,궁
32,拳,주먹,권
32,鬼,귀신,귀
32,菌,버섯,균
32,克,이길,극
32,琴,거문고,금
32,錦,비단,금
32,禽,새,금
32,及,미칠,급
32,畿,경기(京畿),기
32,其,그,기
32,企,꾀할,기
32,騎,말탈,기
32,祈,빌,기
32,緊,긴할,긴
32,諾,허락할,낙
32,娘,계집,낭
32,耐,견딜,내
32,寧,편안,녕
32,奴,종,노
32,腦,골/뇌수,뇌
32,泥,진흙,니
32,茶,차,다
32,但,다만,단
32,丹,붉을,단
32,旦,아침,단
32,淡,맑을,담
32,踏,밟을,답
32,唐,당나라/당황할,당
32,糖,엿,당
32,臺,대,대
32,貸,빌릴/뀔,대
32,渡,건널,도
32,途,길[行中],도
32,倒,넘어질,도
32,桃,복숭아,도
32,陶,질그릇,도
32,刀,칼,도
32,突,갑자기,돌
32,凍,얼,동
32,絡,이을/얽을,락
32,欄,난간,란
32,蘭,난초,란
32,浪,물결,랑
32,郞,사내,랑
32,廊,사랑채/행랑,랑
32,梁,들보/돌다리,량
32,涼,서늘할,량
32,勵,힘쓸,려
32,曆,책력,력
32,戀,그리워할/그릴,련
32,鍊,쇠불릴/단련할,련
32,蓮,연꽃,련
32,聯,연이을,련
32,裂,찢어질,렬
32,嶺,고개,령
32,靈,신령,령
32,露,이슬,로
32,爐,화로,로
32,祿,녹,록
32,弄,희롱할,롱
32,雷,우레,뢰
32,賴,의뢰할,뢰
32,樓,다락,루
32,漏,샐,루
32,累,여러/자주,루
32,倫,인륜,륜
32,栗,밤,률
32,率,비율,률
32,隆,높을,륭
32,陵,언덕,릉
32,履,밟을,리
32,吏,벼슬아치/관리,리
32,裏,속,리
32,臨,임할,림
32,磨,갈,마
32,麻,삼,마
32,漠,넓을,막
32,莫,없을,막
32,幕,장막,막
32,晩,늦을,만
32,妄,망령될,망
32,梅,매화,매
32,媒,중매,매
32,麥,보리,맥
32,孟,맏,맹
32,盟,맹세,맹
32,猛,사나울,맹
32,盲,소경/눈멀,맹
32,免,면할,면
32,綿,솜,면
32,眠,잘,면
32,滅,꺼질/멸할,멸
32,銘,새길,명
32,慕,그릴,모
32,謀,꾀,모
32,貌,모양,모
32,睦,화목할,목
32,沒,빠질,몰
32,夢,꿈,몽
32,蒙,어두울,몽
32,茂,무성할,무
32,貿,무역할,무
32,墨,먹,묵
32,默,잠잠할,묵
32,紋,무늬,문
32,勿,말[禁],물
32,尾,꼬리,미
32,微,작을,미
32,薄,엷을,박
32,迫,핍박할,박
32,般,가지/일반,반
32,飯,밥,반
32,盤,소반,반
32,拔,뽑을,발
32,芳,꽃다울,방
32,輩,무리,배
32,排,밀칠,배
32,培,북돋울,배
32,伯,맏,백
32,繁,번성할,번
32,凡,무릇,범
32,碧,푸를,벽
32,丙,남녘,병
32,補,기울,보
32,譜,족보,보
32,覆,덮을,복
32,腹,배,복
32,逢,만날,봉
32,鳳,봉새,봉
32,峯,봉우리,봉
32,封,봉할,봉
32,扶,도울,부
32,浮,뜰,부
32,簿,문서,부
32,賦,부세,부
32,付,부칠,부
32,符,부호,부
32,附,붙을,부
32,腐,썩을,부
32,奔,달릴,분
32,奮,떨칠,분
32,紛,어지러울,분
32,拂,떨칠,불
32,婢,계집종,비
32,卑,낮을,비
32,肥,살찔,비
32,妃,왕비,비
32,邪,간사할,사
32,蛇,긴뱀,사
32,詞,말/글,사
32,司,맡을,사
32,沙,모래,사
32,斜,비낄,사
32,祀,제사,사
32,削,깎을,삭
32,森,수풀,삼
32,償,갚을,상
32,像,모양,상
32,桑,뽕나무,상
32,霜,서리,상
32,尙,오히려,상
32,喪,잃을,상
32,詳,자세할,상
32,裳,치마,상
32,塞,막힐,색
32,索,찾을,색
32,署,마을[官廳],서
32,緖,실마리,서
32,恕,용서할,서
32,徐,천천할,서
32,惜,아낄,석
32,釋,풀,석
32,旋,돌[廻],선
32,禪,선,선
32,蘇,되살아날,소
32,燒,사를,소
32,疏,소통할,소
32,訴,호소할,소
32,訟,송사할,송
32,鎖,쇠사슬,쇄
32,刷,인쇄할,쇄
32,衰,쇠할,쇠
32,愁,근심,수
32,殊,다를,수
32,垂,드리울,수
32,隨,따를,수
32,壽,목숨,수
32,輸,보낼,수
32,需,쓰일/쓸,수
32,帥,장수,수
32,獸,짐승,수
32,淑,맑을,숙
32,熟,익을,숙
32,瞬,눈깜짝일,순
32,巡,돌[廻]/순행할,순
32,旬,열흘,순
32,述,펼,술
32,襲,엄습할,습
32,濕,젖을,습
32,拾,주울,습
32,昇,오를,승
32,僧,중,승
32,乘,탈,승
32,侍,모실,시
32,飾,꾸밀,식
32,愼,삼갈,신
32,審,살필,심
32,甚,심할,심
32,雙,두/쌍,쌍
32,我,나,아
32,雅,맑을,아
32,亞,버금,아
32,芽,싹,아
32,牙,어금니,아
32,阿,언덕,아
32,顔,낯,안
32,岸,언덕,안
32,巖,바위,암
32,央,가운데,앙
32,仰,우러를,앙
32,哀,슬플,애
32,若,같을,약
32,揚,날릴,양
32,讓,사양할,양
32,壤,흙덩이,양
32,御,거느릴,어
32,抑,누를,억
32,憶,생각할,억
32,亦,또,역
32,譯,번역할,역
32,役,부릴,역
32,驛,역,역
32,疫,전염병,역
32,沿,물따라갈/따를,연
32,軟,연할,연
32,宴,잔치,연
32,燕,제비,연
32,悅,기쁠,열
32,染,물들,염
32,炎,불꽃,염
32,鹽,소금,염
32,影,그림자,영
32,譽,기릴/명예,예
32,烏,까마귀,오
32,悟,깨달을,오
32,獄,옥[囚舍],옥
32,瓦,기와,와
32,緩,느릴,완
32,辱,욕될,욕
32,慾,욕심,욕
32,欲,하고자할,욕
32,憂,근심,우
32,羽,깃,우
32,愚,어리석을,우
32,宇,집,우
32,偶,짝,우
32,韻,운,운
32,越,넘을,월
32,僞,거짓,위
32,胃,밥통,위
32,謂,이를,위
32,幽,그윽할,유
32,誘,꾈,유
32,裕,넉넉할,유
32,悠,멀,유
32,維,벼리,유
32,柔,부드러울,유
32,幼,어릴,유
32,猶,오히려,유
32,潤,불을,윤
32,乙,새,을
32,淫,음란할,음
32,已,이미,이
32,翼,날개,익
32,忍,참을,인
32,逸,편안할,일
32,壬,북방,임
32,賃,품삯,임
32,慈,사랑,자
32,紫,자줏빛,자
32,刺,찌를,자
32,潛,잠길,잠
32,暫,잠깐,잠
32,藏,감출,장
32,粧,단장할,장
32,掌,손바닥,장
32,莊,씩씩할,장
32,丈,어른,장
32,臟,오장,장
32,葬,장사지낼,장
32,載,실을,재
32,栽,심을,재
32,裁,옷마를,재
32,著,나타날,저
32,抵,막을[抗],저
32,寂,고요할,적
32,摘,딸[手收],적
32,跡,발자취,적
32,蹟,자취,적
32,笛,피리,적
32,殿,전각,전
32,漸,점점,점
32,貞,곧을,정
32,淨,깨끗할,정
32,井,우물,정
32,頂,정수리,정
32,亭,정자,정
32,廷,조정,정
32,征,칠,정
32,齊,가지런할,제
32,諸,모두,제
32,照,비칠,조
32,兆,억조,조
32,租,조세,조
32,縱,세로,종
32,坐,앉을,좌
32,珠,구슬,주
32,株,그루,주
32,柱,기둥,주
32,洲,물가,주
32,鑄,쇠불릴,주
32,奏,아뢸,주
32,宙,집,주
32,仲,버금,중
32,卽,곧,즉
32,憎,미울,증
32,曾,일찍,증
32,症,증세,증
32,蒸,찔,증
32,枝,가지,지
32,之,갈,지
32,池,못,지
32,振,떨칠,진
32,陳,베풀,진
32,辰,별,진
32,震,우레,진
32,鎭,진압할,진
32,疾,병,질
32,秩,차례,질
32,執,잡을,집
32,徵,부를,징
32,借,빌/빌릴,차
32,此,이,차
32,錯,어긋날,착
32,贊,도울,찬
32,倉,곳집,창
32,昌,창성할,창
32,蒼,푸를,창
32,菜,나물,채
32,債,빚,채
32,彩,채색,채
32,策,꾀,책
32,妻,아내,처
32,拓,넓힐,척
32,尺,자,척
32,戚,친척,척
32,踐,밟을,천
32,淺,얕을,천
32,遷,옮길,천
32,賤,천할,천
32,哲,밝을,철
32,徹,통할,철
32,滯,막힐,체
32,肖,닮을/같을,초
32,超,뛰어넘을,초
32,礎,주춧돌,초
32,觸,닿을,촉
32,促,재촉할,촉
32,催,재촉할,최
32,追,쫓을/따를,추
32,畜,짐승,축
32,衝,찌를,충
32,吹,불,취
32,醉,취할,취
32,側,곁,측
32,値,값,치
32,恥,부끄러울,치
32,稚,어릴,치
32,漆,옻,칠
32,沈,잠길,침
32,浸,잠길,침
32,奪,빼앗을,탈
32,塔,탑,탑
32,湯,끓을,탕
32,殆,거의,태
32,泰,클,태
32,澤,못,택
32,兔,토끼,토
32,吐,토할,토
32,透,사무칠,투
32,版,판목,판
32,編,엮을,편
32,片,조각,편
32,偏,치우칠,편
32,弊,폐단/해질,폐
32,廢,폐할/버릴,폐
32,肺,허파,폐
32,浦,개[水邊],포
32,捕,잡을,포
32,楓,단풍,풍
32,皮,가죽,피
32,被,입을,피
32,彼,저,피
32,畢,마칠,필
32,荷,멜,하
32,何,어찌,하
32,賀,하례할,하
32,鶴,학,학
32,汗,땀,한
32,割,벨,할
32,含,머금을,함
32,陷,빠질,함
32,項,항목,항
32,恒,항상,항
32,響,울릴,향
32,獻,드릴,헌
32,玄,검을,현
32,懸,달[繫],현
32,穴,굴,혈
32,脅,위협할,협
32,衡,저울대,형
32,慧,슬기로울,혜
32,浩,넓을,호
32,胡,되[狄],호
32,虎,범,호
32,豪,호걸,호
32,惑,미혹할,혹
32,魂,넋,혼
32,忽,갑자기,홀
32,洪,넓을,홍
32,禍,재앙,화
32,還,돌아올,환
32,換,바꿀,환
32,荒,거칠,황
32,皇,임금,황
32,悔,뉘우칠,회
32,懷,품을,회
32,劃,그을,획
32,獲,얻을,획
32,橫,가로,횡
32,胸,가슴,흉
32,戲,놀이,희
32,稀,드물,희
40,暇,틈/겨를,가
40,覺,깨달을,각
40,刻,새길,각
40,簡,대쪽/간략할,간
40,干,방패,간
40,看,볼,간
40,敢,감히/구태여,감
40,甘,달,감
40,甲,갑옷,갑
40,降,내릴,강
40,據,근거,거
40,拒,막을,거
40,居,살,거
40,巨,클,거
40,傑,뛰어날,걸
40,儉,검소할,검
40,激,격할,격
40,擊,칠[打],격
40,犬,개,견
40,堅,굳을,견
40,鏡,거울,경
40,更,고칠,경
40,傾,기울,경
40,驚,놀랄,경
40,戒,경계할,계
40,季,계절,계
40,鷄,닭,계
40,階,섬돌,계
40,系,이어맬,계
40,繼,이을,계
40,庫,곳집,고
40,孤,외로울,고
40,穀,곡식,곡
40,困,곤할,곤
40,骨,뼈,골
40,孔,구멍,공
40,攻,칠[擊],공
40,管,대롱/주관할,관
40,鑛,쇳돌,광
40,構,얽을,구
40,群,무리,군
40,君,임금,군
40,屈,굽힐,굴
40,窮,다할/궁할,궁
40,勸,권할,권
40,券,문서,권
40,卷,책,권
40,歸,돌아갈,귀
40,均,고를,균
40,劇,심할,극
40,勤,부지런할,근
40,筋,힘줄,근
40,奇,기특할,기
40,紀,벼리,기
40,寄,부칠,기
40,機,틀,기
40,納,들일,납
40,段,층계,단
40,盜,도둑,도
40,逃,도망할,도
40,徒,무리,도
40,卵,알,란
40,亂,어지러울,란
40,覽,볼,람
40,略,간략할/약할,략
40,糧,양식,량
40,慮,생각할,려
40,烈,매울,렬
40,龍,용,룡
40,柳,버들,류
40,輪,바퀴,륜
40,離,떠날,리
40,妹,누이,매
40,勉,힘쓸,면
40,鳴,울,명
40,模,본뜰,모
40,妙,묘할,묘
40,墓,무덤,묘
40,舞,춤출,무
40,拍,칠,박
40,髮,터럭,발
40,妨,방해할,방
40,犯,범할,범
40,範,법,범
40,辯,말씀,변
40,普,넓을,보
40,複,겹칠,복
40,伏,엎드릴,복
40,否,아닐,부
40,負,질[荷],부
40,粉,가루,분
40,憤,분할,분
40,碑,비석,비
40,批,비평할,비
40,祕,숨길,비
40,辭,말씀,사
40,私,사사(私事),사
40,絲,실,사
40,射,쏠,사
40,散,흩을,산
40,傷,다칠,상
40,象,코끼리,상
40,宣,베풀,선
40,舌,혀,설
40,屬,붙일,속
40,損,덜,손
40,頌,기릴/칭송할,송
40,松,소나무,송
40,秀,빼어날,수
40,叔,아재비,숙
40,肅,엄숙할,숙
40,崇,높을,숭
40,氏,각시/성씨(姓氏),씨
40,額,이마,액
40,樣,모양,양
40,嚴,엄할,엄
40,與,더불/줄,여
40,易,바꿀,역
40,域,지경,역
40,鉛,납,연
40,延,늘일,연
40,緣,인연,연
40,燃,탈,연
40,營,경영할,영
40,迎,맞을,영
40,映,비칠,영
40,豫,미리,예
40,優,넉넉할,우
40,遇,만날,우
40,郵,우편,우
40,源,근원,원
40,援,도울,원
40,怨,원망할,원
40,委,맡길,위
40,圍,에워쌀,위
40,慰,위로할,위
40,威,위엄,위
40,危,위태할,위
40,遺,남길,유
40,遊,놀,유
40,儒,선비,유
40,乳,젖,유
40,隱,숨을,은
40,儀,거동,의
40,疑,의심할,의
40,依,의지할,의
40,異,다를,이
40,仁,어질,인
40,姿,모양,자
40,姉,손윗누이,자
40,資,재물,자
40,殘,남을,잔
40,雜,섞일,잡
40,裝,꾸밀,장
40,張,베풀,장
40,獎,장려할,장
40,帳,장막,장
40,壯,장할,장
40,腸,창자,장
40,底,밑,저
40,績,길쌈,적
40,賊,도둑,적
40,適,맞을,적
40,籍,문서,적
40,積,쌓을,적
40,轉,구를,전
40,錢,돈,전
40,專,오로지,전
40,折,꺾을,절
40,點,점,점
40,占,점령할,점
40,整,가지런할,정
40,丁,고무래/장정,정
40,靜,고요할,정
40,帝,임금,제
40,條,가지,조
40,潮,밀물/조수,조
40,組,짤,조
40,存,있을,존
40,鍾,쇠북,종
40,從,좇을,종
40,座,자리,좌
40,周,두루,주
40,朱,붉을,주
40,酒,술,주
40,證,증거,증
40,持,가질,지
40,誌,기록할,지
40,智,슬기/지혜,지
40,織,짤,직
40,盡,다할,진
40,珍,보배,진
40,陣,진칠,진
40,差,다를,차
40,讚,기릴,찬
40,採,캘,채
40,冊,책,책
40,泉,샘,천
40,廳,관청,청
40,聽,들을,청
40,招,부를,초
40,推,밀,추
40,縮,줄일,축
40,就,나아갈,취
40,趣,뜻,취
40,層,층[層階],층
40,針,바늘,침
40,寢,잘,침
40,稱,일컬을,칭
40,歎,탄식할,탄
40,彈,탄알,탄
40,脫,벗을,탈
40,探,찾을,탐
40,擇,가릴,택
40,討,칠,토
40,痛,아플,통
40,投,던질,투
40,鬪,싸움,투
40,派,갈래,파
40,判,판단할,판
40,篇,책,편
40,評,평할,평
40,閉,닫을,폐
40,胞,세포,포
40,爆,불터질,폭
40,標,표할,표
40,疲,피곤할,피
40,避,피할,피
40,恨,한[怨],한
40,閑,한가할,한
40,抗,겨룰,항
40,核,씨,핵
40,憲,법,헌
40,險,험할,험
40,革,가죽,혁
40,顯,나타날,현
40,刑,형벌,형
40,或,혹,혹
40,混,섞을,혼
40,婚,혼인할,혼
40,紅,붉을,홍
40,華,빛날,화
40,環,고리,환
40,歡,기쁠,환
40,況,상황,황
40,灰,재,회
40,候,기후,후
40,厚,두터울,후
40,揮,휘두를,휘
40,喜,기쁠,희
42,街,거리,가
42,假,거짓,가
42,減,덜,감
42,監,볼,감
42,講,욀,강
42,康,편안,강
42,個,낱,개
42,檢,검사할,검
42,潔,깨끗할,결
42,缺,이지러질,결
42,慶,경사,경
42,警,깨우칠,경
42,境,지경,경
42,經,지날/글,경
42,係,맬,계
42,故,연고,고
42,官,벼슬,관
42,求,구할[索],구
42,句,글귀,구
42,究,연구할,구
42,宮,집,궁
42,權,권세,권
42,極,다할/극진할,극
42,禁,금할,금
42,器,그릇,기
42,起,일어날,기
42,暖,따뜻할,난
42,難,어려울,난
42,怒,성낼,노
42,努,힘쓸,노
42,斷,끊을,단
42,端,끝,단
42,檀,박달나무,단
42,單,홑,단
42,達,통달할,달
42,擔,멜,담
42,黨,무리,당
42,帶,띠,대
42,隊,무리,대
42,導,인도할,도
42,督,감독할,독
42,毒,독,독
42,銅,구리,동
42,斗,말,두
42,豆,콩,두
42,得,얻을,득
42,燈,등,등
42,羅,벌릴,라
42,兩,두,량
42,麗,고울,려
42,連,이을,련
42,列,벌릴,렬
42,錄,기록할,록
42,論,논할,론
42,留,머무를,류
42,律,법칙,률
42,滿,찰,만
42,脈,줄기,맥
42,毛,터럭,모
42,牧,칠[養],목
42,武,호반,무
42,務,힘쓸,무
42,味,맛,미
42,未,아닐,미
42,密,빽빽할,밀
42,博,넓을,박
42,防,막을,방
42,房,방,방
42,訪,찾을,방
42,配,나눌/짝,배
42,背,등,배
42,拜,절,배
42,罰,벌할,벌
42,伐,칠[討],벌
42,壁,벽,벽
42,邊,가[側],변
42,報,갚을/알릴,보
42,步,걸음,보
42,寶,보배,보
42,保,지킬,보
42,復,회복할,복
42,府,마을[官廳],부
42,婦,며느리,부
42,副,버금,부
42,富,부자,부
42,佛,부처,불
42,備,갖출,비
42,飛,날,비
42,悲,슬플,비
42,非,아닐,비
42,貧,가난할,빈
42,謝,사례할,사
42,師,스승,사
42,寺,절,사
42,舍,집,사
42,殺,죽일,살
42,常,떳떳할,상
42,床,상,상
42,想,생각,상
42,狀,형상,상
42,設,베풀,설
42,星,별,성
42,聖,성인,성
42,盛,성할,성
42,聲,소리,성
42,城,재,성
42,誠,정성,성
42,細,가늘,세
42,稅,세금,세
42,勢,형세,세
42,素,본디/흴[白],소
42,掃,쓸[掃除],소
42,笑,웃음,소
42,續,이을,속
42,俗,풍속,속
42,送,보낼,송
42,收,거둘,수
42,修,닦을,수
42,受,받을,수
42,授,줄,수
42,守,지킬,수
42,純,순수할,순
42,承,이을,승
42,施,베풀,시
42,視,볼,시
42,詩,시,시
42,試,시험,시
42,是,이[斯]/옳을,시
42,息,쉴,식
42,申,납[猿],신
42,深,깊을,심
42,眼,눈,안
42,暗,어두울,암
42,壓,누를,압
42,液,진,액
42,羊,양,양
42,如,같을,여
42,餘,남을,여
42,逆,거스릴,역
42,硏,갈,연
42,煙,연기,연
42,演,펼,연
42,榮,영화,영
42,藝,재주,예
42,誤,그르칠,오
42,玉,구슬,옥
42,往,갈,왕
42,謠,노래,요
42,容,얼굴,용
42,圓,둥글,원
42,員,인원,원
42,衛,지킬,위
42,爲,하/할,위
42,肉,고기,육
42,恩,은혜,은
42,陰,그늘,음
42,應,응할,응
42,義,옳을,의
42,議,의논할,의
42,移,옮길,이
42,益,더할,익
42,引,끌,인
42,印,도장,인
42,認,알[知],인
42,障,막을,장
42,將,장수,장
42,低,낮을,저
42,敵,대적할,적
42,田,밭,전
42,絶,끊을,절
42,接,이을,접
42,政,정사(政事),정
42,精,정할,정
42,程,한도/길[道],정
42,濟,건널,제
42,提,끌,제
42,除,덜,제
42,制,절제할,제
42,祭,제사,제
42,際,즈음/가[邊],제
42,製,지을,제
42,助,도울,조
42,鳥,새,조
42,早,이를,조
42,造,지을,조
42,尊,높을,존
42,宗,마루,종
42,走,달릴,주
42,竹,대,죽
42,準,준할,준
42,衆,무리,중
42,增,더할,증
42,指,가리킬,지
42,志,뜻,지
42,至,이를,지
42,支,지탱할,지
42,職,직분,직
42,進,나아갈,진
42,眞,참,진
42,次,버금,차
42,察,살필,찰
42,創,비롯할,창
42,處,곳,처
42,請,청할,청
42,總,다[皆],총
42,銃,총,총
42,蓄,모을,축
42,築,쌓을,축
42,蟲,벌레,충
42,忠,충성,충
42,取,가질,취
42,測,헤아릴,측
42,治,다스릴,치
42,置,둘[措],치
42,齒,이,치
42,侵,침노할,침
42,快,쾌할,쾌
42,態,모습,태
42,統,거느릴,통
42,退,물러날,퇴
42,破,깨뜨릴,파
42,波,물결,파
42,砲,대포,포
42,布,베/펼,포
42,包,쌀[裹],포
42,暴,사나울,폭
42,票,표,표
42,豊,풍년,풍
42,限,한할,한
42,航,배,항
42,港,항구,항
42,解,풀,해
42,鄕,시골,향
42,香,향기,향
42,虛,빌,허
42,驗,시험,험
42,賢,어질,현
42,血,피,혈
42,協,화할,협
42,惠,은혜,혜
42,護,도울,호
42,呼,부를,호
42,好,좋을,호
42,戶,집,호
42,貨,재물,화
42,確,굳을,확
42,回,돌아올,회
42,吸,마실,흡
42,興,일[盛],흥
42,希,바랄,희
50,加,더할,가
50,可,옳을,가
50,改,고칠,개
50,去,갈,거
50,擧,들,거
50,健,굳셀,건
50,件,물건,건
50,建,세울,건
50,輕,가벼울,경
50,競,다툴,경
50,景,볕,경
50,固,굳을,고
50,考,생각할,고
50,曲,굽을,곡
50,橋,다리,교
50,救,구원할,구
50,貴,귀할,귀
50,規,법,규
50,給,줄,급
50,期,기약할,기
50,汽,물끓는김,기
50,技,재주,기
50,吉,길할,길
50,壇,단,단
50,談,말씀,담
50,都,도읍,도
50,島,섬,도
50,落,떨어질,락
50,冷,찰,랭
50,量,헤아릴,량
50,領,거느릴,령
50,令,하여금,령
50,料,헤아릴,료
50,馬,말,마
50,末,끝,말
50,亡,망할,망
50,買,살,매
50,賣,팔,매
50,無,없을,무
50,倍,곱,배
50,比,견줄,비
50,費,쓸,비
50,鼻,코,비
50,氷,얼음,빙
50,寫,베낄,사
50,思,생각,사
50,査,조사할,사
50,賞,상줄,상
50,序,차례,서
50,選,가릴,선
50,船,배,선
50,善,착할,선
50,示,보일,시
50,案,책상,안
50,魚,고기/물고기,어
50,漁,고기잡을,어
50,億,억[數字],억
50,熱,더울,열
50,葉,잎,엽
50,屋,집,옥
50,完,완전할,완
50,曜,빛날요:,요
50,浴,목욕할,욕
50,牛,소,우
50,雄,수컷,웅
50,原,언덕,원
50,願,원할,원
50,院,집,원
50,位,자리,위
50,耳,귀,이
50,因,인할,인
50,再,두,재
50,災,재앙,재
50,爭,다툴,쟁
50,貯,쌓을,저
50,赤,붉을,적
50,停,머무를,정
50,操,잡을,조
50,終,마칠,종
50,罪,허물,죄
50,止,그칠,지
50,唱,부를,창
50,鐵,쇠,철
50,初,처음,초
50,最,가장,최
50,祝,빌,축
50,致,이를,치
50,則,법칙,칙
50,他,다를,타
50,打,칠,타
50,卓,높을,탁
50,炭,숯,탄
50,板,널,판
50,敗,패할,패
50,河,물,하
50,寒,찰,한
50,許,허락할,허
50,湖,호수,호
50,患,근심,환
50,黑,검을,흑
52,價,값,가
52,客,손,객
52,格,격식,격
52,見,볼,견
52,決,결단할,결
52,結,맺을,결
52,敬,공경,경
52,告,고할,고
52,課,공부할/과정,과
52,過,지날,과
52,關,관계할,관
52,觀,볼,관
52,廣,넓을,광
52,具,갖출,구
52,舊,예,구
52,局,판[形局],국
52,己,몸,기
52,基,터,기
52,念,생각,념
52,能,능할,능
52,團,둥글,단
52,當,마땅,당
52,德,큰,덕
52,到,이를,도
52,獨,홀로,독
52,朗,밝을,랑
52,良,어질,량
52,旅,나그네,려
52,歷,지날,력
52,練,익힐,련
52,勞,일할,로
52,類,무리,류
52,流,흐를,류
52,陸,뭍,륙
52,望,바랄,망
52,法,법,법
52,變,변할,변
52,兵,병사,병
52,福,복,복
52,奉,받들,봉
52,史,사기(史記),사
52,士,선비,사
52,仕,섬길,사
52,産,낳을,산
52,相,서로,상
52,商,장사,상
52,鮮,고울,선
52,仙,신선,선
52,說,말씀,설
52,性,성품,성
52,洗,씻을,세
52,歲,해,세
52,束,묶을,속
52,首,머리,수
52,宿,잘,숙
52,順,순할,순
52,識,알,식
52,臣,신하,신
52,實,열매,실
52,兒,아이,아
52,惡,악할,악
52,約,맺을,약
52,養,기를,양
52,要,요긴할,요
52,友,벗,우
52,雨,비,우
52,雲,구름,운
52,元,으뜸,원
52,偉,클,위
52,以,써,이
52,任,맡길,임
52,材,재목,재
52,財,재물,재
52,的,과녁,적
52,典,법,전
52,傳,전할,전
52,展,펼,전
52,切,끊을,절
52,節,마디,절
52,店,가게,점
52,情,뜻,정
52,調,고를,조
52,卒,마칠,졸
52,種,씨,종
52,州,고을,주
52,週,주일,주
52,知,알,지
52,質,바탕,질
52,着,붙을,착
52,參,참여할,참
52,責,꾸짖을,책
52,充,채울,충
52,宅,집,택
52,品,물건,품
52,必,반드시,필
52,筆,붓,필
52,害,해할,해
52,化,될,화
52,效,본받을,효
52,凶,흉할,흉
60,感,느낄,감
60,強,강할,강
60,開,열,개
60,京,서울,경
60,苦,쓸[味覺],고
60,古,예,고
60,交,사귈,교
60,區,구분할/지경,구
60,郡,고을,군
60,近,가까울,근
60,根,뿌리,근
60,級,등급,급
60,多,많을,다
60,待,기다릴,대
60,度,법도,도
60,頭,머리,두
60,例,법식,례
60,禮,예도,례
60,路,길,로
60,綠,푸를,록
60,李,오얏/성(姓),리
60,目,눈,목
60,米,쌀,미
60,美,아름다울,미
60,朴,성(姓),박
60,番,차례,번
60,別,다를/나눌,별
60,病,병,병
60,服,옷,복
60,本,근본,본
60,死,죽을,사
60,使,하여금/부릴,사
60,石,돌,석
60,席,자리,석
60,速,빠를,속
60,孫,손자,손
60,樹,나무,수
60,習,익힐,습
60,勝,이길,승
60,式,법,식
60,失,잃을,실
60,愛,사랑,애
60,野,들[坪],야
60,夜,밤,야
60,陽,볕,양
60,洋,큰바다,양
60,言,말씀,언
60,永,길,영
60,英,꽃부리,영
60,溫,따뜻할,온
60,園,동산,원
60,遠,멀,원
60,油,기름,유
60,由,말미암을,유
60,銀,은,은
60,衣,옷,의
60,醫,의원,의
60,者,놈,자
60,章,글,장
60,在,있을,재
60,定,정할,정
60,朝,아침,조
60,族,겨레,족
60,晝,낮,주
60,親,친할,친
60,太,클,태
60,通,통할,통
60,特,특별할,특
60,合,합할,합
60,行,다닐,행
60,向,향할,향
60,號,이름,호
60,畫,그림,화
60,黃,누를,황
60,訓,가르칠,훈
62,各,각각,각
62,角,뿔,각
62,計,셀,계
62,界,지경,계
62,高,높을,고
62,功,공[勳],공
62,公,공평할,공
62,共,한가지,공
62,科,과목,과
62,果,실과,과
62,光,빛,광
62,球,공,구
62,今,이제,금
62,急,급할,급
62,短,짧을,단
62,堂,집,당
62,代,대신할,대
62,對,대할,대
62,圖,그림,도
62,讀,읽을,독
62,童,아이,동
62,等,무리,등
62,樂,즐길,락
62,理,다스릴,리
62,利,이할,리
62,明,밝을,명
62,聞,들을,문
62,班,나눌,반
62,反,돌이킬/돌아올,반
62,半,반(半),반
62,發,필,발
62,放,놓을,방
62,部,떼,부
62,分,나눌,분
62,社,모일,사
62,書,글,서
62,線,줄,선
62,雪,눈,설
62,省,살필,성
62,成,이룰,성
62,消,사라질,소
62,術,재주,술
62,始,비로소,시
62,神,귀신,신
62,身,몸,신
62,信,믿을,신
62,新,새,신
62,藥,약,약
62,弱,약할,약
62,業,업,업
62,勇,날랠,용
62,用,쓸,용
62,運,옮길,운
62,飮,마실,음
