급수,한자,훈,음
62,音,소리,음
62,意,뜻,의
62,昨,어제,작
62,作,지을,작
62,才,재주,재
62,戰,싸움,전
62,庭,뜰,정
62,題,제목,제
62,第,차례,제
62,注,부을,주
62,集,모을,집
62,窓,창,창
62,淸,맑을,청
62,體,몸,체
62,表,겉,표
62,風,바람,풍
62,幸,다행,행
62,現,나타날,현
62,形,모양,형
62,和,화할,화
62,會,모일,회
70,歌,노래,가
70,口,입,구
70,旗,기,기
70,冬,겨울,동
70,洞,골,동
70,同,한가지,동
70,登,오를,등
70,來,올,래
70,老,늙을,로
70,里,마을,리
70,林,수풀,림
70,面,낯,면
70,命,목숨,명
70,文,글월,문
70,問,물을,문
70,百,일백,백
70,夫,지아비,부
70,算,셈,산
70,色,빛,색
70,夕,저녁,석
70,所,바,소
70,少,적을,소
70,數,셈,수
70,植,심을,식
70,心,마음,심
70,語,말씀,어
70,然,그럴,연
70,有,있을,유
70,育,기를,육
70,邑,고을,읍
70,入,들,입
70,字,글자,자
70,祖,할아비,조
70,住,살,주
70,主,임금/주인,주
70,重,무거울,중
70,地,따,지
70,紙,종이,지
70,川,내,천
70,千,일천,천
70,天,하늘,천
70,草,풀,초
70,村,마을,촌
70,秋,가을,추
70,春,봄,춘
70,出,날[生],출
70,便,편할,편
70,夏,여름,하
70,花,꽃,화
70,休,쉴,휴
72,家,집,가
72,間,사이,간
72,江,강,강
72,車,수레,거
72,空,빌,공
72,工,장인,공
72,記,기록할,기
72,氣,기운,기
72,男,사내,남
72,內,안,내
72,農,농사,농
72,答,대답,답
72,道,길,도
72,動,움직일,동
72,力,힘,력
72,立,설,립
72,每,매양,매
72,名,이름,명
72,物,물건,물
72,方,모[棱],방
72,不,아닐,불
72,事,일,사
72,上,윗,상
72,姓,성,성
72,世,인간,세
72,手,손,수
72,時,때,시
72,市,저자,시
72,食,밥/먹을,식
72,安,편안,안
72,午,낮,오
72,右,오를/오른(쪽),우
72,自,스스로,자
72,子,아들,자
72,場,마당,장
72,電,번개,전
72,前,앞,전
72,全,온전,전
72,正,바를,정
72,足,발,족
72,左,왼,좌
72,直,곧을,직
72,平,평평할,평
72,下,아래,하
72,漢,한수/한나라,한
72,海,바다,해
72,話,말씀,화
72,活,살,활
72,孝,효도,효
72,後,뒤,후
80,敎,가르칠,교
80,校,학교,교
80,九,아홉,구
80,國,나라,국
80,軍,군사,군
80,金,쇠,금
80,南,남녘,남
80,女,계집,녀
80,年,해,년
80,大,큰,대
80,東,동녘,동
80,六,여섯,륙
80,萬,일만,만
80,母,어미,모
80,木,나무,목
80,門,문,문
80,民,백성,민
80,白,흰,백
80,父,아비,부
80,北,북녘,북
80,四,넉,사
80,山,메,산
80,三,석,삼
80,生,날,생
80,西,서녘,서
80,先,먼저,선
80,小,작을,소
80,水,물,수
80,室,집,실
80,十,열,십
80,五,다섯,오
80,王,임금,왕
80,外,바깥,외
80,月,달,월
80,二,두,이
80,人,사람,인
80,日,날,일
80,一,한,일
80,長,긴,장
80,弟,아우,제
80,中,가운데,중
80,靑,푸를,청
80,寸,마디,촌
80,七,일곱,칠
80,土,흙,토
80,八,여덟,팔
80,學,배울,학
80,韓,한국/나라,한
80,兄,형,형
80,火,불,화
